date,cash,stock_value,end_equity,daily_return_pct,exposure_pct,drawdown_pct,held_symbols
2026-03-05,750961.87,363059.0,1114020.87,0.5473,32.59,-8.2011,"600036,600519"
2026-03-06,754862.92,359720.0,1114582.92,0.0505,32.27,-8.1548,"600036,600519"
2026-03-09,750965.94,360803.0,1111768.94,-0.2525,32.45,-8.3867,"600036,600519"
2026-03-10,536987.02,578099.7,1115086.72,0.2984,51.84,-8.1133,"600036,600519,600941"
2026-03-11,540908.05,578294.7,1119202.75,0.3691,51.67,-7.7741,"600036,600519,600941"
2026-03-12,540908.05,577149.7,1118057.75,-0.1023,51.62,-7.8685,"600036,600519,600941"
2026-03-13,540908.05,584104.7,1125012.75,0.6221,51.92,-7.2954,"600036,600519,600941"
2026-03-16,540908.05,589161.7,1130069.75,0.4495,52.13,-6.8787,"600036,600519,600941"
2026-03-17,540908.05,592911.7,1133819.75,0.3318,52.29,-6.5696,"600036,600519,600941"
2026-03-18,540908.05,590263.7,1131171.75,-0.2335,52.18,-6.7878,"600036,600519,600941"
2026-03-19,540908.05,589693.7,1130601.75,-0.0504,52.16,-6.8348,"600036,600519,600941"
2026-03-20,341659.76,786459.7,1128119.46,-0.2196,69.71,-7.0394,"300750,600036,600519,600941"
2026-03-23,332304.1,773522.6,1105826.7,-1.9761,69.95,-8.8764,"300750,600036,600519,600941"
2026-03-24,328417.12,779529.6,1107946.72,0.1917,70.36,-8.7017,"300750,600036,600519,600941"
2026-03-25,332341.15,776292.6,1108633.75,0.062,70.02,-8.6451,"300750,600036,600519,600941"
2026-03-26,332341.15,779456.6,1111797.75,0.2854,70.11,-8.3843,"300750,600036,600519,600941"
2026-03-27,332341.15,786028.6,1118369.75,0.5911,70.28,-7.8428,"300750,600036,600519,600941"
2026-03-30,332341.15,785012.6,1117353.75,-0.0908,70.26,-7.9265,"300750,600036,600519,600941"
2026-03-31,332341.15,782402.6,1114743.75,-0.2336,70.19,-8.1416,"300750,600036,600519,600941"
2026-04-01,332341.15,788295.6,1120636.75,0.5286,70.34,-7.656,"300750,600036,600519,600941"
2026-04-02,332341.15,784365.6,1116706.75,-0.3507,70.24,-7.9798,"300750,600036,600519,600941"
2026-04-03,550668.45,556417.0,1107085.45,-0.8616,50.26,-8.7726,"300750,600036,600519"
2026-04-07,550668.45,551188.0,1101856.45,-0.4723,50.02,-9.2035,"300750,600036,600519"
2026-04-08,550668.45,560571.0,1111239.45,0.8516,50.45,-8.4303,"300750,600036,600519"
2026-04-09,550668.45,557447.0,1108115.45,-0.2811,50.31,-8.6878,"300750,600036,600519"
2026-04-10,550668.45,569519.0,1120187.45,1.0894,50.84,-7.693,"300750,600036,600519"
2026-04-13,752026.27,366517.0,1118543.27,-0.1468,32.77,-7.8285,"600036,600519"
2026-04-14,752026.27,367731.0,1119757.27,0.1085,32.84,-7.7284,"600036,600519"
2026-04-15,752026.27,374180.0,1126206.27,0.5759,33.22,-7.197,"600036,600519"
2026-04-16,756007.24,369780.0,1125787.24,-0.0372,32.85,-7.2315,"600036,600519"
2026-04-17,756007.24,362036.0,1118043.24,-0.6879,32.38,-7.8697,"600036,600519"
2026-04-20,756007.24,364361.0,1120368.24,0.208,32.52,-7.6781,"600036,600519"
2026-04-21,321386.82,811521.6,1132908.42,1.1193,71.63,-6.6447,"300750,600036,600519,600941"
2026-04-22,321386.82,806354.6,1127741.42,-0.4561,71.5,-7.0705,"300750,600036,600519,600941"
2026-04-23,321386.82,809043.6,1130430.42,0.2384,71.57,-6.8489,"300750,600036,600519,600941"
2026-04-24,321386.82,812600.6,1133987.42,0.3147,71.66,-6.5558,"300750,600036,600519,600941"
2026-04-27,317427.8,806143.6,1123571.4,-0.9185,71.75,-7.4141,"300750,600036,600519,600941"
2026-04-28,321356.83,801284.6,1122641.43,-0.0828,71.37,-7.4908,"300750,600036,600519,600941"
2026-04-29,326824.27,799069.7,1125893.97,0.2897,70.97,-7.2228,"300750,600036,600519,600941"
2026-04-30,322977.31,795631.7,1118609.01,-0.647,71.13,-7.8231,"300750,600036,600519,600941"
2026-05-06,368667.4,759454.7,1128122.1,0.8504,67.32,-7.0391,"300750,600036,600519,600941"
2026-05-07,355426.75,766831.6,1122258.35,-0.5198,68.33,-7.5223,"300750,600036,600519,600941"
2026-05-08,368588.34,749452.7,1118041.04,-0.3758,67.03,-7.8699,"300750,600036,600519,600941"
2026-05-11,285135.8,836426.2,1121562.0,0.3149,74.58,-7.5797,"300750,600036,600519,600941,688981"
2026-05-12,285135.8,828161.2,1113297.0,-0.7369,74.39,-8.2608,"300750,600036,600519,600941,688981"
2026-05-13,288922.97,825121.2,1114044.17,0.0671,74.07,-8.1992,"300750,600036,600519,600941,688981"
